Name,Field,Major,Education,Skills,Projects,Experience
Candidate 514,Math & Technology,Electrical Engineering,"Bachelor's in Electrical Engineering, Year: Freshman","Mechanical Engineering, Software Engineering, Mathematics, Electrical Engineering",N/A,N/A
Candidate 258,Arts & Design,Fashion Design,"Master's in Fashion Design, Year: Year 1","Fashion Design, Photography, Music, Graphic Design","Fashion Design Capstone Project, Internship Research on Fashion Design, Open-source contribution in Fashion Design",Intern at Pixar
Candidate 282,Math & Technology,Mathematics,"Bachelor's in Mathematics, Year: Senior","Mathematics, Computer Science, Software Engineering","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Amazon
Candidate 177,Arts & Design,Fashion Design,"Master's in Fashion Design, Year: Year 1","Graphic Design, Videography, Fine Arts","Fashion Design Capstone Project, Internship Research on Fashion Design, Open-source contribution in Fashion Design",Intern at Warner Bros
Candidate 991,Math & Technology,Computer Science,"Master's in Computer Science, Year: Year 2","Data Science, Mechanical Engineering, Mathematics, Software Engineering","Computer Science Capstone Project, Internship Research on Computer Science, Open-source contribution in Computer Science",Intern at Microsoft
Candidate 806,Humanities & Social Sciences,International Relations,"Master's in International Relations, Year: Year 2","Sociology, Political Science, Psychology, International Relations, Geography","International Relations Capstone Project, Internship Research on International Relations, Open-source contribution in International Relations",Intern at National Geographic
Candidate 429,Math & Technology,Software Engineering,"Master's in Software Engineering, Year: Year 2","Data Science, Mechanical Engineering, Mathematics, Electrical Engineering, Software Engineering","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Microsoft
Candidate 742,Medical & Life Sciences,Biomedical Engineering,"Bachelor's in Biomedical Engineering, Year: Junior","Healthcare, Biology, Public Health","Biomedical Engineering Capstone Project, Internship Research on Biomedical Engineering, Open-source contribution in Biomedical Engineering",Intern at Pfizer
Candidate 831,Humanities & Social Sciences,Geography,"Bachelor's in Geography, Year: Sophomore","Geography, History, Political Science, Sociology, Psychology","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at United Nations
Candidate 808,Arts & Design,Music,"Bachelor's in Music, Year: Freshman","Graphic Design, Videography, Fashion Design, Fine Arts, Photography",N/A,N/A
Candidate 666,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Senior","Geography, Political Science, Psychology","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at United Nations
Candidate 527,Business & Finance,Accounting,"Bachelor's in Accounting, Year: Senior","Accounting, Real Estate, Investment Banking","Accounting Capstone Project, Internship Research on Accounting, Open-source contribution in Accounting",Intern at JP Morgan
Candidate 923,Humanities & Social Sciences,History,"Master's in History, Year: Year 2","Sociology, Psychology, History, International Relations, Geography","History Capstone Project, Internship Research on History, Open-source contribution in History",Intern at Brookings Institution
Candidate 373,Arts & Design,Videography,"Bachelor's in Videography, Year: Junior","Fashion Design, Fine Arts, Graphic Design, Videography","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Warner Bros
Candidate 426,Business & Finance,Taxation,"Master's in Taxation, Year: Year 2","Investment Banking, Accounting, Finance","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Morgan Stanley
Candidate 611,Arts & Design,Videography,"Master's in Videography, Year: Year 2","Photography, Videography, Music, Graphic Design, Fashion Design","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Disney
Candidate 246,Business & Finance,Finance,"Bachelor's in Finance, Year: Sophomore","Finance, Supply Chain Management, Accounting, Investment Banking, Taxation","Finance Capstone Project, Internship Research on Finance, Open-source contribution in Finance",Intern at Morgan Stanley
Candidate 492,Arts & Design,Music,"Bachelor's in Music, Year: Junior","Music, Photography, Fine Arts, Graphic Design","Music Capstone Project, Internship Research on Music, Open-source contribution in Music",Intern at Adobe
Candidate 213,Math & Technology,Computer Science,"Master's in Computer Science, Year: Year 2","Software Engineering, Mathematics, Electrical Engineering","Computer Science Capstone Project, Internship Research on Computer Science, Open-source contribution in Computer Science",Intern at Meta
Candidate 537,Humanities & Social Sciences,Psychology,"Bachelor's in Psychology, Year: Senior","Sociology, Geography, Political Science","Psychology Capstone Project, Internship Research on Psychology, Open-source contribution in Psychology",Intern at National Geographic
Candidate 245,Humanities & Social Sciences,History,"Bachelor's in History, Year: Sophomore","Geography, Sociology, History, International Relations","History Capstone Project, Internship Research on History, Open-source contribution in History",Intern at National Geographic
Candidate 384,Arts & Design,Fashion Design,"Bachelor's in Fashion Design, Year: Sophomore","Photography, Videography, Music, Graphic Design, Fine Arts","Fashion Design Capstone Project, Internship Research on Fashion Design, Open-source contribution in Fashion Design",Intern at Pixar
Candidate 850,Business & Finance,Taxation,"Master's in Taxation, Year: Year 2","Supply Chain Management, Real Estate, Taxation, Accounting, Investment Banking","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at Deloitte
Candidate 488,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 1","Biomedical Engineering, Nursing, Pharmaceutical Sciences, Biology, Healthcare","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Johnson & Johnson
Candidate 949,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Sophomore","Software Engineering, Mechanical Engineering, Mathematics","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Microsoft
Candidate 809,Business & Finance,Accounting,"Bachelor's in Accounting, Year: Freshman","Finance, Accounting, Real Estate, Taxation",N/A,N/A
Candidate 784,Arts & Design,Videography,"Master's in Videography, Year: Year 1","Photography, Videography, Fine Arts, Music","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Pixar
Candidate 394,Math & Technology,Mathematics,"Bachelor's in Mathematics, Year: Junior","Electrical Engineering, Computer Science, Software Engineering, Data Science, Mathematics","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Microsoft
Candidate 943,Humanities & Social Sciences,Geography,"Bachelor's in Geography, Year: Senior","Political Science, International Relations, Sociology, Psychology","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at National Geographic
Candidate 367,Arts & Design,Graphic Design,"Bachelor's in Graphic Design, Year: Freshman","Photography, Graphic Design, Fine Arts, Videography",N/A,N/A
Candidate 551,Math & Technology,Data Science,"Master's in Data Science, Year: Year 1","Data Science, Software Engineering, Mathematics, Computer Science","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Google
Candidate 979,Medical & Life Sciences,Pharmaceutical Sciences,"Bachelor's in Pharmaceutical Sciences, Year: Junior","Pharmaceutical Sciences, Biomedical Engineering, Public Health, Biology","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at CDC
Candidate 210,Arts & Design,Fine Arts,"Master's in Fine Arts, Year: Year 2","Videography, Graphic Design, Fine Arts, Fashion Design, Photography","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Warner Bros
Candidate 434,Humanities & Social Sciences,History,"Master's in History, Year: Year 1","Political Science, Geography, International Relations, Psychology, History","History Capstone Project, Internship Research on History, Open-source contribution in History",Intern at Amnesty International
Candidate 256,Math & Technology,Computer Science,"Master's in Computer Science, Year: Year 2","Computer Science, Mechanical Engineering, Data Science, Electrical Engineering","Computer Science Capstone Project, Internship Research on Computer Science, Open-source contribution in Computer Science",Intern at Amazon
Candidate 352,Math & Technology,Data Science,"Bachelor's in Data Science, Year: Senior","Software Engineering, Mathematics, Electrical Engineering","Data Science Capstone Project, Internship Research on Data Science, Open-source contribution in Data Science",Intern at Tesla
Candidate 729,Arts & Design,Fine Arts,"Bachelor's in Fine Arts, Year: Senior","Photography, Fashion Design, Music, Fine Arts, Videography","Fine Arts Capstone Project, Internship Research on Fine Arts, Open-source contribution in Fine Arts",Intern at Disney
